4.000000000000000000e+01 6.250000000000000130e-04 2.500000000000000052e-03 1.000000000000000021e-03 1.481724784314116840e-02 -4.596962179183854830e-04
4.016016016016016010e+01 6.200248954035201534e-04 2.490029910269192428e-03 1.000000000000000021e-03 1.463123320302192436e-02 -4.550288922834811595e-04
4.032032032032032021e+01 6.151089592317531170e-04 2.480139026812313782e-03 1.000000000000000021e-03 1.444783265644008358e-02 -4.504161593339960079e-04
4.048048048048048031e+01 6.102512569451170070e-04 2.470326409495549134e-03 1.000000000000000021e-03 1.426700423367685197e-02 -4.458573667364215828e-04
4.064064064064064041e+01 6.054508723822466269e-04 2.460591133004926337e-03 1.000000000000000021e-03 1.408870600218932109e-02 -4.413508790740063720e-04
4.080080080080080052e+01 6.007069073279909565e-04 2.450932286555446756e-03 1.000000000000000021e-03 1.391289680972203173e-02 -4.368958188359830380e-04
4.096096096096096062e+01 5.960184810932139029e-04 2.441348973607038175e-03 1.000000000000000021e-03 1.373953730419410525e-02 -4.324923170156130120e-04
4.112112112112112072e+01 5.913847301060272052e-04 2.431840311587147360e-03 1.000000000000000021e-03 1.356858838655557349e-02 -4.281393608411114549e-04
4.128128128128128083e+01 5.868048075141044269e-04 2.422405431619786657e-03 1.000000000000000021e-03 1.340001111147717285e-02 -4.238359488199107254e-04
4.144144144144144093e+01 5.822778827977315858e-04 2.413043478260869842e-03 1.000000000000000021e-03 1.323376791466038781e-02 -4.195822437305825325e-04
4.160160160160160103e+01 5.778031413932661247e-04 2.403753609239653744e-03 1.000000000000000021e-03 1.306982196157939653e-02 -4.153776604009645768e-04
4.176176176176176114e+01 5.733797843266850340e-04 2.394534995206136496e-03 1.000000000000000021e-03 1.290813642989799628e-02 -4.112210092097941944e-04
4.192192192192192124e+01 5.690070278569141042e-04 2.385386819484241073e-03 1.000000000000000021e-03 1.274867519900411104e-02 -4.071117866125979062e-04
4.208208208208208134e+01 5.646841031286410195e-04 2.376308277830637555e-03 1.000000000000000021e-03 1.259140352579663641e-02 -4.030499564418258546e-04
4.224224224224224145e+01 5.604102558343254138e-04 2.367298578199052324e-03 1.000000000000000021e-03 1.243628682750677616e-02 -3.990341749454725390e-04
4.240240240240240155e+01 5.561847458851287666e-04 2.358356940509914994e-03 1.000000000000000021e-03 1.228329066397432397e-02 -3.950631077761865978e-04
4.256256256256256165e+01 5.520068470904953640e-04 2.349482596425211695e-03 1.000000000000000021e-03 1.213238204602143551e-02 -3.911367186271476337e-04
4.272272272272272176e+01 5.478758468461268280e-04 2.340674789128397663e-03 1.000000000000000021e-03 1.198352883089776402e-02 -3.872545465524821623e-04
4.288288288288288186e+01 5.437910458300967281e-04 2.331932773109243826e-03 1.000000000000000021e-03 1.183669888692168333e-02 -3.834155118384031100e-04
4.304304304304304196e+01 5.397517577068685918e-04 2.323255813953488576e-03 1.000000000000000021e-03 1.169186054083918777e-02 -3.796189874586079066e-04
4.320320320320320207e+01 5.357573088389774906e-04 2.314643188137164177e-03 1.000000000000000021e-03 1.154898342676626867e-02 -3.758651989912136643e-04
4.336336336336336217e+01 5.318070380061540228e-04 2.306094182825485072e-03 1.000000000000000021e-03 1.140803741034954882e-02 -3.721534707726674440e-04
4.352352352352352227e+01 5.279002961316689750e-04 2.297608095676173176e-03 1.000000000000000021e-03 1.126899238781607117e-02 -3.684829842917695096e-04
4.368368368368368237e+01 5.240364460156887597e-04 2.289184234647113035e-03 1.000000000000000021e-03 1.113181904813360240e-02 -3.648536683592811664e-04
4.384384384384384248e+01 5.202148620754363899e-04 2.280821917808219332e-03 1.000000000000000021e-03 1.099648892610281467e-02 -3.612652966493729717e-04
4.400400400400400258e+01 5.164349300919605576e-04 2.272520473157416121e-03 1.000000000000000021e-03 1.086297359773717372e-02 -3.577167067516547061e-04
4.416416416416416268e+01 5.126960469633218883e-04 2.264279238440616761e-03 1.000000000000000021e-03 1.073124480168312009e-02 -3.542068582052179671e-04
4.432432432432432279e+01 5.089976204640095630e-04 2.256097560975610025e-03 1.000000000000000021e-03 1.060127553096745258e-02 -3.507358027917718835e-04
4.448448448448448289e+01 5.053390690104113663e-04 2.247974797479748276e-03 1.000000000000000021e-03 1.047303936202220731e-02 -3.473030064072742118e-04
4.464464464464464299e+01 5.017198214321623873e-04 2.239910313901345359e-03 1.000000000000000021e-03 1.034650987455066652e-02 -3.439074252787749364e-04
4.480480480480480310e+01 4.981393167492039961e-04 2.231903485254691823e-03 1.000000000000000021e-03 1.022166099216705211e-02 -3.405483573141447769e-04
4.496496496496496320e+01 4.945970039543932852e-04 2.223953695458593359e-03 1.000000000000000021e-03 1.009846782925207312e-02 -3.372260205371686317e-04
4.512512512512512330e+01 4.910923418015020799e-04 2.216060337178349642e-03 1.000000000000000021e-03 9.976905757727522542e-03 -3.339399742865248322e-04
4.528528528528528341e+01 4.876247985984563313e-04 2.208222811671087683e-03 1.000000000000000021e-03 9.856950153389056404e-03 -3.306895880837608381e-04
4.544544544544544351e+01 4.841938520056667601e-04 2.200440528634361233e-03 1.000000000000000021e-03 9.738576822076489004e-03 -3.274746570800668596e-04
4.560560560560560361e+01 4.807989888393081790e-04 2.192712906057945992e-03 1.000000000000000021e-03 9.621762384796353484e-03 -3.242952726804290697e-04
4.576576576576576372e+01 4.774397048794097988e-04 2.185039370078740387e-03 1.000000000000000021e-03 9.506483553474673678e-03 -3.211506175001369880e-04
4.592592592592592382e+01 4.741155046826223498e-04 2.177419354838709947e-03 1.000000000000000021e-03 9.392717059370671653e-03 -3.180397797494828051e-04
4.608608608608608392e+01 4.708259013995309914e-04 2.169852302345786320e-03 1.000000000000000021e-03 9.280440311282257826e-03 -3.149625080067202515e-04
4.624624624624624403e+01 4.675704165963906825e-04 2.162337662337662433e-03 1.000000000000000021e-03 9.169631557567786348e-03 -3.119187164284734082e-04
4.640640640640640413e+01 4.643485800811595460e-04 2.154874892148403963e-03 1.000000000000000021e-03 9.060269098790809869e-03 -3.089074920878277092e-04
4.656656656656656423e+01 4.611599297337141642e-04 2.147463456577816416e-03 1.000000000000000021e-03 8.952331273628351752e-03 -3.059279010270508220e-04
4.672672672672672434e+01 4.580040113401313362e-04 2.140102827763496265e-03 1.000000000000000021e-03 8.845797202949232801e-03 -3.029797693884107163e-04
